"","stdistdecade","cycle","stateabrev","distnamez","distz","dem_share","dem_share_imputed","pres_dem_prop","pres_dem_prop_2012","pres_dem_prop_2016","pres_dem_prop_2020","incumb","gov_sen_dem_prop","party_winner","chamber"
"28633","nj39005",2014,"nj","","39",0.363587431877817,0.363587431877817,0.485005200275463,0.452631183139371,0.479058463477204,0.523325954209815,-1,NA,"r","state_senate"
"28634","nj39005",2016,"nj","","39",NA,0.363587431877817,0.485005200275463,0.452631183139371,0.479058463477204,0.523325954209815,0,NA,"r","state_senate"
"28635","nj39005",2018,"nj","","39",0.467491283151634,0.467491283151634,0.485005200275463,0.452631183139371,0.479058463477204,0.523325954209815,-1,NA,"r","state_senate"
"28636","nj39005",2020,"nj","","39",NA,0.467491283151634,0.485005200275463,0.452631183139371,0.479058463477204,0.523325954209815,0,NA,"r","state_senate"
"28637","nj39006",2022,"nj","","39",NA,0.499606428043644,0.532132123697441,NA,NA,NA,0,NA,NA,"state_senate"
"28638","nj39006",2024,"nj","","39",0.450695241740018,0.450695241740018,0.532132123697441,NA,NA,NA,-1,NA,"r","state_senate"
"28639","nj40001",1972,"nj","","40",NA,0.543879385004392,0.384714901455608,NA,NA,NA,0,0.466670139892347,NA,"state_senate"
"28640","nj40001",1974,"nj","","40",0.438129744651484,0.438129744651484,0.384714901455608,NA,NA,NA,-1,0.466670139892347,"r","state_senate"
"28641","nj40001",1976,"nj","","40",NA,0.438129744651484,0.384714901455608,NA,NA,NA,0,0.466670139892347,"r","state_senate"
"28642","nj40001",1978,"nj","","40",0.414395045169435,0.414395045169435,0.384714901455608,NA,NA,NA,-1,0.466670139892347,"r","state_senate"
"28643","nj40001",1980,"nj","","40",NA,0.414395045169435,0.384714901455608,NA,NA,NA,0,0.466670139892347,"r","state_senate"
"28644","nj40002",1982,"nj","","40",0.331508854556158,0.331508854556158,0.394974981863169,NA,NA,NA,-1,0.424523916673776,"r","state_senate"
"28645","nj40002",1984,"nj","","40",0.345093037556654,0.345093037556654,0.394974981863169,NA,NA,NA,-1,0.424523916673776,"r","state_senate"
"28646","nj40002",1986,"nj","","40",NA,0.345093037556654,0.394974981863169,NA,NA,NA,0,0.424523916673776,"r","state_senate"
"28647","nj40002",1988,"nj","","40",0.280586995933167,0.280586995933167,0.394974981863169,NA,NA,NA,0,0.424523916673776,"r","state_senate"
"28648","nj40002",1990,"nj","","40",NA,0.280586995933167,0.394974981863169,NA,NA,NA,0,0.424523916673776,"r","state_senate"
"28649","nj40003",1992,"nj","","40",0.244778578784758,0.244778578784758,0.479534596204758,NA,NA,NA,-1,NA,"r","state_senate"
"28650","nj40003",1994,"nj","","40",0.322834536943704,0.322834536943704,0.479534596204758,NA,NA,NA,-1,NA,"r","state_senate"
"28651","nj40003",1996,"nj","","40",NA,0.322834536943704,0.479534596204758,NA,NA,NA,0,NA,"r","state_senate"
"28652","nj40003",1998,"nj","","40",0.324500695234484,0.324500695234484,0.479534596204758,NA,NA,NA,-1,NA,"r","state_senate"
"28653","nj40003",2000,"nj","","40",NA,0.324500695234484,0.479534596204758,NA,NA,NA,0,NA,"r","state_senate"
"28654","nj40004",2002,"nj","","40",0.377277632669659,0.377277632669659,0.438246498314516,NA,NA,NA,-1,NA,"r","state_senate"
"28655","nj40004",2004,"nj","","40",0.355350135629823,0.355350135629823,0.438246498314516,NA,NA,NA,-1,NA,"r","state_senate"
"28656","nj40004",2006,"nj","","40",NA,0.355350135629823,0.438246498314516,NA,NA,NA,0,NA,"r","state_senate"
"28657","nj40004",2008,"nj","","40",0.338180716503825,0.338180716503825,0.438246498314516,NA,NA,NA,0,NA,"r","state_senate"
"28658","nj40004",2010,"nj","","40",NA,0.338180716503825,0.438246498314516,NA,NA,NA,0,NA,"r","state_senate"
"28659","nj40005",2012,"nj","","40",0.375690758877277,0.375690758877277,0.468230982501871,0.441082741038319,0.463805347083326,0.499804859383968,-1,NA,"r","state_senate"
"28660","nj40005",2014,"nj","","40",0.340571569006074,0.340571569006074,0.468230982501871,0.441082741038319,0.463805347083326,0.499804859383968,-1,NA,"r","state_senate"
"28661","nj40005",2016,"nj","","40",NA,0.340571569006074,0.468230982501871,0.441082741038319,0.463805347083326,0.499804859383968,0,NA,"r","state_senate"
"28662","nj40005",2018,"nj","","40",0.437578708756612,0.437578708756612,0.468230982501871,0.441082741038319,0.463805347083326,0.499804859383968,0,NA,"r","state_senate"
"28663","nj40005",2020,"nj","","40",NA,0.437578708756612,0.468230982501871,0.441082741038319,0.463805347083326,0.499804859383968,0,NA,"r","state_senate"
"28664","nj40006",2022,"nj","","40",NA,0.468096190270788,0.50721481677005,NA,NA,NA,0,NA,NA,"state_senate"
"28665","nj40006",2024,"nj","","40",0.437435307648074,0.437435307648074,0.50721481677005,NA,NA,NA,-1,NA,"r","state_senate"
"28666","nj4001",1972,"nj","","4",NA,0.511506921518355,0.467650278369794,NA,NA,NA,0,0.599901746376659,NA,"state_senate"
"28667","nj4001",1974,"nj","","4",0.637884240365091,0.637884240365091,0.467650278369794,NA,NA,NA,1,0.599901746376659,"d","state_senate"
"28668","nj4001",1976,"nj","","4",NA,0.637884240365091,0.467650278369794,NA,NA,NA,0,0.599901746376659,"d","state_senate"
"28669","nj4001",1978,"nj","","4",0.649934526407682,0.649934526407682,0.467650278369794,NA,NA,NA,1,0.599901746376659,"d","state_senate"
"28670","nj4001",1980,"nj","","4",NA,0.649934526407682,0.467650278369794,NA,NA,NA,0,0.599901746376659,"d","state_senate"
"28671","nj4002",1982,"nj","","4",0.633268805850492,0.633268805850492,0.430691151430633,NA,NA,NA,0,0.485204674767978,"d","state_senate"
"28672","nj4002",1984,"nj","","4",0.638780274292384,0.638780274292384,0.430691151430633,NA,NA,NA,1,0.485204674767978,"d","state_senate"
"28673","nj4002",1986,"nj","","4",NA,0.638780274292384,0.430691151430633,NA,NA,NA,0,0.485204674767978,"d","state_senate"
"28674","nj4002",1988,"nj","","4",0.58899381621207,0.58899381621207,0.430691151430633,NA,NA,NA,1,0.485204674767978,"d","state_senate"
"28675","nj4002",1990,"nj","","4",NA,0.58899381621207,0.430691151430633,NA,NA,NA,0,0.485204674767978,"d","state_senate"
"28676","nj4003",1992,"nj","","4",0.482781790693768,0.482781790693768,0.610534906387329,NA,NA,NA,0,NA,"r","state_senate"
"28677","nj4003",1994,"nj","","4",0.456854942706606,0.456854942706606,0.610534906387329,NA,NA,NA,-1,NA,"r","state_senate"
"28678","nj4003",1996,"nj","","4",NA,0.456854942706606,0.610534906387329,NA,NA,NA,0,NA,"r","state_senate"
"28679","nj4003",1998,"nj","","4",0.476436157910655,0.476436157910655,0.610534906387329,NA,NA,NA,-1,NA,"r","state_senate"
"28680","nj4003",2000,"nj","","4",NA,0.476436157910655,0.610534906387329,NA,NA,NA,0,NA,"r","state_senate"
"28681","nj4004",2002,"nj","","4",0.417529246034177,0.417529246034177,0.570434238726063,NA,NA,NA,-1,NA,"r","state_senate"
"28682","nj4004",2004,"nj","","4",0.500760116792548,0.500760116792548,0.570434238726063,NA,NA,NA,0,NA,"d","state_senate"
"28683","nj4004",2006,"nj","","4",NA,0.500760116792548,0.570434238726063,NA,NA,NA,0,NA,"d","state_senate"
"28684","nj4004",2008,"nj","","4",0.598310914734752,0.598310914734752,0.570434238726063,NA,NA,NA,1,NA,"d","state_senate"
"28685","nj4004",2010,"nj","","4",NA,0.598310914734752,0.570434238726063,NA,NA,NA,0,NA,"d","state_senate"
"28686","nj4005",2012,"nj","","4",0.620964175143742,0.620964175143742,0.585228572801426,0.617410520580014,0.564175956613438,0.574099241210827,1,NA,"d","state_senate"
"28687","nj4005",2014,"nj","","4",0.579336809997048,0.579336809997048,0.585228572801426,0.617410520580014,0.564175956613438,0.574099241210827,1,NA,"d","state_senate"
"28688","nj4005",2016,"nj","","4",NA,0.579336809997048,0.585228572801426,0.617410520580014,0.564175956613438,0.574099241210827,0,NA,"d","state_senate"
"28689","nj4005",2018,"nj","","4",1,0.633632771300871,0.585228572801426,0.617410520580014,0.564175956613438,0.574099241210827,1,NA,"d","state_senate"
"28690","nj4005",2020,"nj","","4",NA,0.5441867810547,0.585228572801426,0.617410520580014,0.564175956613438,0.574099241210827,0,NA,"d","state_senate"
"28691","nj4006",2022,"nj","","4",NA,0.499867821654179,0.534980808343401,NA,NA,NA,0,NA,NA,"state_senate"
"28692","nj4006",2024,"nj","","4",0.551293551975313,0.551293551975313,0.534980808343401,NA,NA,NA,0,NA,"d","state_senate"
"28693","nj5001",1972,"nj","","5",NA,0.563386063887978,0.480404023577251,NA,NA,NA,0,0.608619703396202,NA,"state_senate"
"28694","nj5001",1974,"nj","","5",0.658069251797104,0.658069251797104,0.480404023577251,NA,NA,NA,0,0.608619703396202,"d","state_senate"
"28695","nj5001",1976,"nj","","5",NA,0.658069251797104,0.480404023577251,NA,NA,NA,0,0.608619703396202,"d","state_senate"
"28696","nj5001",1978,"nj","","5",0.69368501141263,0.69368501141263,0.480404023577251,NA,NA,NA,0,0.608619703396202,"d","state_senate"
"28697","nj5001",1980,"nj","","5",NA,0.69368501141263,0.480404023577251,NA,NA,NA,0,0.608619703396202,"d","state_senate"
"28698","nj5002",1982,"nj","","5",0.719703937283756,0.719703937283756,0.450108996223594,NA,NA,NA,0,0.499079525033055,"d","state_senate"
"28699","nj5002",1984,"nj","","5",0.659781629896443,0.659781629896443,0.450108996223594,NA,NA,NA,1,0.499079525033055,"d","state_senate"
"28700","nj5002",1986,"nj","","5",NA,0.659781629896443,0.450108996223594,NA,NA,NA,0,0.499079525033055,"d","state_senate"
"28701","nj5002",1988,"nj","","5",0.68348914812057,0.68348914812057,0.450108996223594,NA,NA,NA,1,0.499079525033055,"d","state_senate"
"28702","nj5002",1990,"nj","","5",NA,0.68348914812057,0.450108996223594,NA,NA,NA,0,0.499079525033055,"d","state_senate"
"28703","nj5003",1992,"nj","","5",0.671012987012987,0.671012987012987,0.739075005054474,NA,NA,NA,1,NA,"d","state_senate"
"28704","nj5003",1994,"nj","","5",0.692265678801263,0.692265678801263,0.739075005054474,NA,NA,NA,1,NA,"d","state_senate"
"28705","nj5003",1996,"nj","","5",NA,0.692265678801263,0.739075005054474,NA,NA,NA,0,NA,"d","state_senate"
"28706","nj5003",1998,"nj","","5",0.719450679410132,0.719450679410132,0.739075005054474,NA,NA,NA,1,NA,"d","state_senate"
"28707","nj5003",2000,"nj","","5",NA,0.719450679410132,0.739075005054474,NA,NA,NA,0,NA,"d","state_senate"
"28708","nj5004",2002,"nj","","5",0.693189544015942,0.693189544015942,0.688275586605171,NA,NA,NA,1,NA,"d","state_senate"
"28709","nj5004",2004,"nj","","5",0.649147770276407,0.649147770276407,0.688275586605171,NA,NA,NA,1,NA,"d","state_senate"
"28710","nj5004",2006,"nj","","5",NA,0.649147770276407,0.688275586605171,NA,NA,NA,0,NA,"d","state_senate"
"28711","nj5004",2008,"nj","","5",0.628898553957102,0.628898553957102,0.688275586605171,NA,NA,NA,0,NA,"d","state_senate"
"28712","nj5004",2010,"nj","","5",NA,0.628898553957102,0.688275586605171,NA,NA,NA,0,NA,"d","state_senate"
"28713","nj5005",2012,"nj","","5",0.568494030042367,0.568494030042367,0.660999285643078,0.701861278501175,0.649705471131587,0.631431107296472,0,NA,"d","state_senate"
"28714","nj5005",2014,"nj","","5",0.579110675092971,0.579110675092971,0.660999285643078,0.701861278501175,0.649705471131587,0.631431107296472,1,NA,"d","state_senate"
"28715","nj5005",2016,"nj","","5",NA,0.579110675092971,0.660999285643078,0.701861278501175,0.649705471131587,0.631431107296472,0,NA,"d","state_senate"
"28716","nj5005",2018,"nj","","5",0.667471375362119,0.667471375362119,0.660999285643078,0.701861278501175,0.649705471131587,0.631431107296472,1,NA,"d","state_senate"
"28717","nj5005",2020,"nj","","5",NA,0.667471375362119,0.660999285643078,0.701861278501175,0.649705471131587,0.631431107296472,0,NA,"d","state_senate"
"28718","nj5006",2022,"nj","","5",NA,0.668318206550579,0.686897981305923,NA,NA,NA,0,NA,NA,"state_senate"
"28719","nj5006",2024,"nj","","5",0.696442068891049,0.696442068891049,0.686897981305923,NA,NA,NA,1,NA,"d","state_senate"
"28720","nj6001",1972,"nj","","6",NA,0.52182810257065,0.479705840818369,NA,NA,NA,0,0.602006810118265,NA,"state_senate"
"28721","nj6001",1974,"nj","","6",0.531600249066002,0.531600249066002,0.479705840818369,NA,NA,NA,0,0.602006810118265,"d","state_senate"
"28722","nj6001",1976,"nj","","6",NA,0.531600249066002,0.479705840818369,NA,NA,NA,0,0.602006810118265,"d","state_senate"
"28723","nj6001",1978,"nj","","6",0.479274339991619,0.479274339991619,0.479705840818369,NA,NA,NA,0,0.602006810118265,"r","state_senate"
"28724","nj6001",1980,"nj","","6",NA,0.479274339991619,0.479705840818369,NA,NA,NA,0,0.602006810118265,"r","state_senate"
"28725","nj6002",1982,"nj","","6",0.433264598369107,0.433264598369107,0.463041063778605,NA,NA,NA,-1,0.505744253268881,"r","state_senate"
"28726","nj6002",1984,"nj","","6",0.366561742311455,0.366561742311455,0.463041063778605,NA,NA,NA,-1,0.505744253268881,"r","state_senate"
"28727","nj6002",1986,"nj","","6",NA,0.366561742311455,0.463041063778605,NA,NA,NA,0,0.505744253268881,"r","state_senate"
"28728","nj6002",1988,"nj","","6",0.468279698324404,0.468279698324404,0.463041063778605,NA,NA,NA,-1,0.505744253268881,"r","state_senate"
"28729","nj6002",1990,"nj","","6",NA,0.468279698324404,0.463041063778605,NA,NA,NA,0,0.505744253268881,"r","state_senate"
"28730","nj6003",1992,"nj","","6",0.553983711048159,0.553983711048159,0.621336698532104,NA,NA,NA,0,NA,"d","state_senate"
"28731","nj6003",1994,"nj","","6",0.597543250972854,0.597543250972854,0.621336698532104,NA,NA,NA,1,NA,"d","state_senate"
"28732","nj6003",1996,"nj","","6",NA,0.597543250972854,0.621336698532104,NA,NA,NA,0,NA,"d","state_senate"
"28733","nj6003",1998,"nj","","6",0.540746853723953,0.540746853723953,0.621336698532104,NA,NA,NA,1,NA,"d","state_senate"
"28734","nj6003",2000,"nj","","6",NA,0.540746853723953,0.621336698532104,NA,NA,NA,0,NA,"d","state_senate"
"28735","nj6004",2002,"nj","","6",0.667039731393397,0.667039731393397,0.616723792739392,NA,NA,NA,1,NA,"d","state_senate"
"28736","nj6004",2004,"nj","","6",0.610360123615111,0.610360123615111,0.616723792739392,NA,NA,NA,1,NA,"d","state_senate"
"28737","nj6004",2006,"nj","","6",NA,0.610360123615111,0.616723792739392,NA,NA,NA,0,NA,"d","state_senate"
"28738","nj6004",2008,"nj","","6",0.61893081307265,0.61893081307265,0.616723792739392,NA,NA,NA,1,NA,"d","state_senate"
"28739","nj6004",2010,"nj","","6",NA,0.61893081307265,0.616723792739392,NA,NA,NA,0,NA,"d","state_senate"
"28740","nj6005",2012,"nj","","6",0.621364708194144,0.621364708194144,0.666337289992659,0.649384021670563,0.667457966111199,0.682169882196216,1,NA,"d","state_senate"
"28741","nj6005",2014,"nj","","6",0.634423871684235,0.634423871684235,0.666337289992659,0.649384021670563,0.667457966111199,0.682169882196216,1,NA,"d","state_senate"
"28742","nj6005",2016,"nj","","6",NA,0.634423871684235,0.666337289992659,0.649384021670563,0.667457966111199,0.682169882196216,0,NA,"d","state_senate"
"28743","nj6005",2018,"nj","","6",0.693937106918239,0.693937106918239,0.666337289992659,0.649384021670563,0.667457966111199,0.682169882196216,1,NA,"d","state_senate"
"28744","nj6005",2020,"nj","","6",NA,0.693937106918239,0.666337289992659,0.649384021670563,0.667457966111199,0.682169882196216,0,NA,"d","state_senate"
"28745","nj6006",2022,"nj","","6",NA,0.645184476660965,0.664889029552558,NA,NA,NA,0,NA,NA,"state_senate"
"28746","nj6006",2024,"nj","","6",0.700208592402423,0.700208592402423,0.664889029552558,NA,NA,NA,1,NA,"d","state_senate"
"28747","nj7001",1972,"nj","","7",NA,0.468014356435819,0.439872154506464,NA,NA,NA,0,0.510257479287191,NA,"state_senate"
"28748","nj7001",1974,"nj","","7",0.581702035513209,0.581702035513209,0.439872154506464,NA,NA,NA,1,0.510257479287191,"d","state_senate"
"28749","nj7001",1976,"nj","","7",NA,0.581702035513209,0.439872154506464,NA,NA,NA,0,0.510257479287191,"d","state_senate"
"28750","nj7001",1978,"nj","","7",0.594872884630245,0.594872884630245,0.439872154506464,NA,NA,NA,0,0.510257479287191,"d","state_senate"
"28751","nj7001",1980,"nj","","7",NA,0.594872884630245,0.439872154506464,NA,NA,NA,0,0.510257479287191,"d","state_senate"
"28752","nj7002",1982,"nj","","7",0.571302897567949,0.571302897567949,0.413017079230631,NA,NA,NA,0,0.447937169909737,"d","state_senate"
"28753","nj7002",1984,"nj","","7",0.630940845603006,0.630940845603006,0.413017079230631,NA,NA,NA,0,0.447937169909737,"d","state_senate"
"28754","nj7002",1986,"nj","","7",NA,0.630940845603006,0.413017079230631,NA,NA,NA,0,0.447937169909737,"d","state_senate"
"28755","nj7002",1988,"nj","","7",0.633743515783107,0.633743515783107,0.413017079230631,NA,NA,NA,1,0.447937169909737,"d","state_senate"
"28756","nj7002",1990,"nj","","7",NA,0.633743515783107,0.413017079230631,NA,NA,NA,0,0.447937169909737,"d","state_senate"
"28757","nj7003",1992,"nj","","7",0.4641106372803,0.4641106372803,0.683666706085205,NA,NA,NA,0,NA,"r","state_senate"
"28758","nj7003",1994,"nj","","7",0.510950903449535,0.510950903449535,0.683666706085205,NA,NA,NA,0,NA,"d","state_senate"
"28759","nj7003",1996,"nj","","7",NA,0.510950903449535,0.683666706085205,NA,NA,NA,0,NA,"d","state_senate"
"28760","nj7003",1998,"nj","","7",0.45233787427274,0.45233787427274,0.683666706085205,NA,NA,NA,0,NA,"r","state_senate"
"28761","nj7003",2000,"nj","","7",NA,0.45233787427274,0.683666706085205,NA,NA,NA,0,NA,"r","state_senate"
"28762","nj7004",2002,"nj","","7",0.459463387164163,0.459463387164163,0.655398611405875,NA,NA,NA,-1,NA,"r","state_senate"
"28763","nj7004",2004,"nj","","7",0.396844660194175,0.396844660194175,0.655398611405875,NA,NA,NA,-1,NA,"r","state_senate"
"28764","nj7004",2006,"nj","","7",NA,0.396844660194175,0.655398611405875,NA,NA,NA,0,NA,"r","state_senate"
"28765","nj7004",2008,"nj","","7",0.443951458173446,0.443951458173446,0.655398611405875,NA,NA,NA,-1,NA,"r","state_senate"
"28766","nj7004",2010,"nj","","7",NA,0.443951458173446,0.655398611405875,NA,NA,NA,0,NA,"r","state_senate"
"28767","nj7005",2012,"nj","","7",0.429919165910386,0.429919165910386,0.646764488783788,0.643285013663427,0.637707365473243,0.659301087214692,-1,NA,"r","state_senate"
"28768","nj7005",2014,"nj","","7",0.395644225920323,0.395644225920323,0.646764488783788,0.643285013663427,0.637707365473243,0.659301087214692,-1,NA,"r","state_senate"
"28769","nj7005",2016,"nj","","7",NA,0.395644225920323,0.646764488783788,0.643285013663427,0.637707365473243,0.659301087214692,0,NA,"r","state_senate"
"28770","nj7005",2018,"nj","","7",0.657121168071842,0.657121168071842,0.646764488783788,0.643285013663427,0.637707365473243,0.659301087214692,0,NA,"d","state_senate"
"28771","nj7005",2020,"nj","","7",NA,0.657121168071842,0.646764488783788,0.643285013663427,0.637707365473243,0.659301087214692,0,NA,"d","state_senate"
"28772","nj7006",2022,"nj","","7",NA,0.637038794767422,0.659298476815103,NA,NA,NA,0,NA,NA,"state_senate"
"28773","nj7006",2024,"nj","","7",0.677322135380041,0.677322135380041,0.659298476815103,NA,NA,NA,1,NA,"d","state_senate"
"28774","nj8001",1972,"nj","","8",NA,0.556868864010406,0.441263813847898,NA,NA,NA,0,0.500022357879989,NA,"state_senate"
"28775","nj8001",1974,"nj","","8",0.471823204419889,0.471823204419889,0.441263813847898,NA,NA,NA,-1,0.500022357879989,"r","state_senate"
"28776","nj8001",1976,"nj","","8",NA,0.471823204419889,0.441263813847898,NA,NA,NA,0,0.500022357879989,"r","state_senate"
"28777","nj8001",1978,"nj","","8",0.445821804095185,0.445821804095185,0.441263813847898,NA,NA,NA,-1,0.500022357879989,"r","state_senate"
"28778","nj8001",1980,"nj","","8",NA,0.445821804095185,0.441263813847898,NA,NA,NA,0,0.500022357879989,"r","state_senate"
"28779","nj8002",1982,"nj","","8",0.343218491059747,0.343218491059747,0.400918746070485,NA,NA,NA,0,0.433451084993516,"r","state_senate"
"28780","nj8002",1984,"nj","","8",0.369353360912902,0.369353360912902,0.400918746070485,NA,NA,NA,-1,0.433451084993516,"r","state_senate"
"28781","nj8002",1986,"nj","","8",NA,0.369353360912902,0.400918746070485,NA,NA,NA,0,0.433451084993516,"r","state_senate"
"28782","nj8002",1988,"nj","","8",0.334545454545455,0.334545454545455,0.400918746070485,NA,NA,NA,0,0.433451084993516,"r","state_senate"
"28783","nj8002",1990,"nj","","8",NA,0.334545454545455,0.400918746070485,NA,NA,NA,0,0.433451084993516,"r","state_senate"
"28784","nj8003",1992,"nj","","8",0.33669011817722,0.33669011817722,0.542852520942688,NA,NA,NA,-1,NA,"r","state_senate"
"28785","nj8003",1994,"nj","","8",0.389728949159294,0.389728949159294,0.542852520942688,NA,NA,NA,-1,NA,"r","state_senate"
"28786","nj8003",1996,"nj","","8",NA,0.389728949159294,0.542852520942688,NA,NA,NA,0,NA,"r","state_senate"
"28787","nj8003",1998,"nj","","8",0.450823835677323,0.450823835677323,0.542852520942688,NA,NA,NA,0,NA,"r","state_senate"
"28788","nj8003",2000,"nj","","8",NA,0.450823835677323,0.542852520942688,NA,NA,NA,0,NA,"r","state_senate"
"28789","nj8004",2002,"nj","","8",0.393268089644141,0.393268089644141,0.511759811896848,NA,NA,NA,-1,NA,"r","state_senate"
"28790","nj8004",2004,"nj","","8",0.330812177896545,0.330812177896545,0.511759811896848,NA,NA,NA,-1,NA,"r","state_senate"
"28791","nj8004",2006,"nj","","8",NA,0.330812177896545,0.511759811896848,NA,NA,NA,0,NA,"r","state_senate"
"28792","nj8004",2008,"nj","","8",0.3909205002813,0.3909205002813,0.511759811896848,NA,NA,NA,0,NA,"r","state_senate"
"28793","nj8004",2010,"nj","","8",NA,0.3909205002813,0.511759811896848,NA,NA,NA,0,NA,"r","state_senate"
"28794","nj8005",2012,"nj","","8",0,0.510315205040659,0.527912631869141,0.536892535429457,0.512164224224801,0.534681135953167,0,NA,"r","state_senate"
"28795","nj8005",2014,"nj","","8",0.36501141047641,0.36501141047641,0.527912631869141,0.536892535429457,0.512164224224801,0.534681135953167,-1,NA,"r","state_senate"
"28796","nj8005",2016,"nj","","8",NA,0.36501141047641,0.527912631869141,0.536892535429457,0.512164224224801,0.534681135953167,0,NA,"r","state_senate"
"28797","nj8005",2018,"nj","","8",0.477634725968144,0.477634725968144,0.527912631869141,0.536892535429457,0.512164224224801,0.534681135953167,-1,NA,"r","state_senate"
"28798","nj8005",2020,"nj","","8",NA,0.477634725968144,0.527912631869141,0.536892535429457,0.512164224224801,0.534681135953167,0,NA,"r","state_senate"
"28799","nj8006",2022,"nj","","8",NA,0.493224342220818,0.523499269632962,NA,NA,NA,0,NA,NA,"state_senate"
"28800","nj8006",2024,"nj","","8",0.4895919467913,0.4895919467913,0.523499269632962,NA,NA,NA,0,NA,"r","state_senate"
"28801","nj9001",1972,"nj","","9",NA,0.515955302561776,0.341434611581774,NA,NA,NA,0,0.422151865609568,NA,"state_senate"
"28802","nj9001",1974,"nj","","9",0.545299582374499,0.545299582374499,0.341434611581774,NA,NA,NA,0,0.422151865609568,"d","state_senate"
"28803","nj9001",1976,"nj","","9",NA,0.545299582374499,0.341434611581774,NA,NA,NA,0,0.422151865609568,"d","state_senate"
"28804","nj9001",1978,"nj","","9",0.650252494450001,0.650252494450001,0.341434611581774,NA,NA,NA,1,0.422151865609568,"d","state_senate"
"28805","nj9001",1980,"nj","","9",NA,0.650252494450001,0.341434611581774,NA,NA,NA,0,0.422151865609568,"d","state_senate"
"28806","nj9002",1982,"nj","","9",0.355658747642519,0.355658747642519,0.319055164930086,NA,NA,NA,0,0.374552117680467,"r","state_senate"
"28807","nj9002",1984,"nj","","9",0.366995124140604,0.366995124140604,0.319055164930086,NA,NA,NA,-1,0.374552117680467,"r","state_senate"
"28808","nj9002",1986,"nj","","9",NA,0.366995124140604,0.319055164930086,NA,NA,NA,0,0.374552117680467,"r","state_senate"
"28809","nj9002",1988,"nj","","9",0.360230963551065,0.360230963551065,0.319055164930086,NA,NA,NA,-1,0.374552117680467,"r","state_senate"
"28810","nj9002",1990,"nj","","9",NA,0.360230963551065,0.319055164930086,NA,NA,NA,0,0.374552117680467,"r","state_senate"
"28811","nj9003",1992,"nj","","9",0.300642091196506,0.300642091196506,0.500191986560822,NA,NA,NA,-1,NA,"r","state_senate"
"28812","nj9003",1994,"nj","","9",0.348102982780225,0.348102982780225,0.500191986560822,NA,NA,NA,-1,NA,"r","state_senate"
"28813","nj9003",1996,"nj","","9",NA,0.348102982780225,0.500191986560822,NA,NA,NA,0,NA,"r","state_senate"
"28814","nj9003",1998,"nj","","9",0.383233854922837,0.383233854922837,0.500191986560822,NA,NA,NA,-1,NA,"r","state_senate"
"28815","nj9003",2000,"nj","","9",NA,0.383233854922837,0.500191986560822,NA,NA,NA,0,NA,"r","state_senate"
"28816","nj9004",2002,"nj","","9",0.408331966989124,0.408331966989124,0.41667620754326,NA,NA,NA,-1,NA,"r","state_senate"
"28817","nj9004",2004,"nj","","9",0.342042712572478,0.342042712572478,0.41667620754326,NA,NA,NA,-1,NA,"r","state_senate"
"28818","nj9004",2006,"nj","","9",NA,0.342042712572478,0.41667620754326,NA,NA,NA,0,NA,"r","state_senate"
"28819","nj9004",2008,"nj","","9",0.377428631549414,0.377428631549414,0.41667620754326,NA,NA,NA,0,NA,"r","state_senate"
"28820","nj9004",2010,"nj","","9",NA,0.377428631549414,0.41667620754326,NA,NA,NA,0,NA,"r","state_senate"
"28821","nj9005",2012,"nj","","9",0.350983849068839,0.350983849068839,0.394411336442633,0.44410473278662,0.352562238378497,0.386567038162783,-1,NA,"r","state_senate"
"28822","nj9005",2014,"nj","","9",0.292019784660856,0.292019784660856,0.394411336442633,0.44410473278662,0.352562238378497,0.386567038162783,-1,NA,"r","state_senate"
"28823","nj9005",2016,"nj","","9",NA,0.292019784660856,0.394411336442633,0.44410473278662,0.352562238378497,0.386567038162783,0,NA,"r","state_senate"
"28824","nj9005",2018,"nj","","9",0.354095549840231,0.354095549840231,0.394411336442633,0.44410473278662,0.352562238378497,0.386567038162783,-1,NA,"r","state_senate"
"28825","nj9005",2020,"nj","","9",NA,0.354095549840231,0.394411336442633,0.44410473278662,0.352562238378497,0.386567038162783,0,NA,"r","state_senate"
"28826","nj9006",2022,"nj","","9",NA,0.325507118167506,0.372687787075198,NA,NA,NA,0,NA,NA,"state_senate"
"28827","nj9006",2024,"nj","","9",0.320548921760827,0.320548921760827,0.372687787075198,NA,NA,NA,0,NA,"r","state_senate"
"28828","nm10001",1972,"nm","","10",0.485447320373751,0.485447320373751,0.410537948474171,NA,NA,NA,0,0.446749245234055,"r","state_senate"
"28829","nm10001",1974,"nm","","10",NA,0.485447320373751,0.410537948474171,NA,NA,NA,0,0.446749245234055,"r","state_senate"
"28830","nm10001",1976,"nm","","10",0.573866455005457,0.573866455005457,0.410537948474171,NA,NA,NA,0,0.446749245234055,"d","state_senate"
"28831","nm10001",1978,"nm","","10",NA,0.573866455005457,0.410537948474171,NA,NA,NA,0,0.446749245234055,"d","state_senate"
"28832","nm10001",1980,"nm","","10",0.467560846959536,0.467560846959536,0.410537948474171,NA,NA,NA,0,0.446749245234055,"r","state_senate"
"28833","nm10002",1982,"nm","","10",NA,0.467560846959536,0.425232570658705,NA,NA,NA,0,0.485945892277648,"r","state_senate"
